3,1,0,,,,,
aat374,aat240,aat367,,,,,
10,SS,152,152,98,98,-9,-9
10,SS,149,149,98,98,185,191
10,SS,149,149,98,98,191,191
10,SS,149,149,98,98,185,191
100,SS,149,152,98,98,185,185
100,SS,149,149,98,98,185,185
100,SS,149,152,98,98,185,185
100,SS,149,152,98,98,188,188
12,SS,149,149,98,98,185,191
12,SS,149,152,98,98,185,191
12,SS,149,152,98,98,185,191
12,SS,152,152,-9,-9,-9,-9
14,SS,149,149,98,98,185,185
14,SS,149,149,98,104,188,188
14,SS,149,152,98,98,188,188
14,SS,149,152,98,98,185,185
17,SS,152,152,98,98,185,185
17,SS,152,152,98,98,185,185
17,SS,149,149,98,98,185,185
17,SS,149,152,98,98,185,191
18,SS,149,152,98,98,185,185
18,SS,149,152,98,98,185,195
18,SS,149,149,98,98,185,191
18,SS,149,149,98,98,185,185
19,SS,152,152,98,98,185,191
19,SS,152,152,98,98,191,191
19,SS,152,152,98,98,191,191
19,SS,149,152,98,98,185,191
2,SS,149,149,98,98,185,191
2,SS,149,149,98,98,191,191
2,SS,149,152,98,98,185,185
2,SS,149,152,98,98,185,185
20,SS,149,149,98,98,185,185
20,SS,149,152,98,98,185,185
20,SS,-9,-9,-9,-9,-9,-9
20,SS,149,152,98,98,185,185
23,SS,152,152,98,98,185,185
23,SS,149,152,98,98,185,185
23,SS,149,149,98,98,185,185
23,SS,152,152,98,98,185,188
24,SS,149,152,98,98,188,188
24,SS,152,152,98,98,185,188
24,SS,152,152,98,98,188,188
24,SS,152,152,98,98,185,188
25,SS,149,149,98,98,191,191
25,SS,149,149,98,98,191,191
25,SS,149,149,98,98,191,191
25,SS,149,149,98,98,185,191
27,SS,149,152,98,98,185,191
27,SS,149,149,98,98,191,191
27,SS,149,149,98,98,191,191
27,SS,149,152,98,98,185,191
29,SS,149,149,98,98,185,185
29,SS,149,149,98,98,185,191
29,SS,149,149,98,98,185,191
29,SS,149,149,98,98,185,185
30,SS,149,152,98,98,188,191
30,SS,-9,-9,-9,-9,-9,-9
30,SS,149,152,98,98,185,191
31,SS,149,149,98,98,185,191
31,SS,149,149,98,98,185,185
31,SS,149,149,98,98,185,185
31,SS,149,149,93,98,185,185
32,SS,149,149,98,98,185,191
32,SS,149,149,98,98,185,185
32,SS,149,152,98,98,185,191
32,SS,149,149,98,98,185,191
43,SS,152,152,98,98,185,188
43,SS,149,149,98,98,185,188
43,SS,149,149,98,98,185,188
43,SS,149,149,98,98,185,188
46,SS,149,149,98,98,185,188
46,SS,149,152,98,98,185,188
46,SS,152,152,98,98,185,188
46,SS,149,152,98,98,188,191
6,SS,152,152,98,98,185,185
6,SS,149,152,98,98,185,191
6,SS,152,152,-9,-9,-9,-9
6,SS,149,152,98,98,185,191
64,SS,149,152,98,98,185,185
64,SS,152,152,98,98,188,191
64,SS,149,149,104,104,188,191
64,SS,152,152,104,104,188,191
65,SS,149,149,98,98,185,185
65,SS,149,149,98,98,185,191
65,SS,149,149,98,98,185,185
65,SS,149,149,98,98,185,191
66,SS,149,149,98,98,185,191
66,SS,149,152,98,98,185,188
66,SS,149,152,98,98,188,191
66,SS,149,149,98,98,185,185
67,SS,149,149,98,98,185,185
67,SS,149,149,98,98,185,185
67,SS,149,149,98,98,185,185
67,SS,149,149,98,98,185,185
68,SS,149,152,91,98,188,188
68,SS,149,149,98,98,185,185
68,SS,152,152,98,98,185,185
68,SS,152,152,98,98,185,185
69,SS,149,152,98,98,185,188
69,SS,149,152,98,98,185,185
69,SS,149,152,91,98,185,191
69,SS,149,149,98,98,185,185
7,SS,149,152,98,98,188,188
7,SS,149,152,98,98,185,188
7,SS,149,152,98,98,185,188
7,SS,152,152,98,98,185,188
70,SS,149,152,98,98,185,188
70,SS,149,152,98,98,185,188
70,SS,149,149,98,98,188,188
70,SS,152,152,98,98,188,188
71,SS,149,149,98,98,185,188
71,SS,149,149,98,98,185,185
71,SS,149,149,104,104,188,191
71,SS,149,149,98,98,185,185
73,SS,149,152,98,98,185,185
73,SS,149,152,98,98,188,188
73,SS,152,152,98,98,185,188
73,SS,152,152,98,98,185,185
74,SS,149,152,98,98,185,185
74,SS,152,152,98,98,185,185
74,SS,149,149,98,98,188,191
74,SS,149,152,98,98,185,185
75,SS,152,152,104,104,185,185
75,SS,152,152,104,104,185,185
75,SS,152,152,98,98,185,191
75,SS,152,152,104,104,185,185
76,SS,149,149,98,98,185,193
76,SS,149,149,98,98,185,185
76,SS,149,149,98,98,185,185
76,SS,149,149,98,98,185,185
77,SS,149,152,98,98,185,188
77,SS,149,152,104,104,188,191
77,SS,152,152,104,104,188,188
77,SS,149,152,104,104,188,191
78,SS,152,152,98,98,185,185
78,SS,149,152,98,98,188,188
78,SS,149,152,98,98,185,188
78,SS,152,152,98,98,185,188
79,SS,152,152,98,98,188,188
79,SS,149,152,98,98,188,191
79,SS,149,152,98,98,185,188
79,SS,149,152,98,98,185,188
8,SS,152,152,98,98,185,191
8,SS,149,152,98,98,185,191
8,SS,152,152,98,98,191,191
8,SS,152,152,98,98,191,191
81,SS,149,152,98,98,185,188
81,SS,152,152,98,98,185,191
81,SS,152,152,98,98,185,191
81,SS,152,152,98,98,191,191
82,SS,149,149,98,98,185,185
82,SS,152,152,98,98,185,185
82,SS,152,152,98,98,185,185
82,SS,149,152,98,98,185,191
84,SS,149,152,98,98,185,185
84,SS,149,152,98,98,185,185
84,SS,152,152,98,98,185,185
84,SS,152,152,98,98,185,185
85,SS,149,149,98,98,185,188
85,SS,149,149,98,98,185,185
85,SS,-9,-9,91,98,-9,-9
85,SS,149,152,98,98,185,185
86,SS,149,152,98,98,185,185
86,SS,149,149,98,98,185,185
86,SS,149,149,98,98,185,188
86,SS,149,152,98,98,185,185
87,SS,152,152,98,98,185,185
87,SS,149,149,98,98,185,188
87,SS,149,149,104,104,185,188
87,SS,149,149,98,98,185,188
88,SS,152,152,98,98,185,191
88,SS,152,152,98,98,185,185
88,SS,149,149,98,98,185,185
88,SS,149,149,104,104,185,185
91,SS,149,152,98,98,185,191
91,SS,149,149,98,98,188,191
91,SS,149,149,98,98,185,191
91,SS,149,149,98,98,185,191
92,SS,149,152,98,98,185,191
92,SS,149,152,98,98,191,191
92,SS,149,149,98,98,191,191
92,SS,149,152,98,98,185,191
